status
Statement executed successfully.

status
Statement executed successfully.

LP_LOAN_ID,LOANID,PAYOFFUID,PLACEMENT_STATUS,PLACEMENT_STATUS_STARTDATE,CHARGEOFFDATE,PRINCIPALBALANCEATCHARGEOFF,RECOVERIESPAIDTODATE,CURRENT_LP_STATUS,SETTLEMENTSTATUS,SETTLEMENT_ACCEPTED_DATE,SETTLEMENT_COMPLETION_DATE,SETTLEMENT_AMOUNT,SETTLEMENT_AMOUNT_PAID,SETTLEMENT_DATA_SOURCE_LIST,POST_CHARGEOFF_PAYMENT_COUNT,TOTAL_POST_CHARGEOFF_PAYMENTS,LAST_POST_CHARGEOFF_PAYMENT_DATE,AUTOPAY_PENDING,AUTOPAY_TYPE,NEXT_AUTOPAY_DATE,AUTOPAY_AMOUNT,AUTOPAY_COUNT,FUTURE_PAYMENT_COUNT,FUTURE_PAYMENT_DATE,TOTAL_FUTURE_PAYMENT_AMOUNT,FUTURE_PAYMENT_TYPES,HAS_SETTLEMENT_DATA,HAS_ACTIVE_AUTOPAY,HAS_FUTURE_PAYMENTS,TOTAL_CONFLICT_COUNT
125011,P962F7ABDAA52,b7917b9e-bd7e-20ec-015b-962f7abdaa52,Placed - Bounce,2024-11-25,2024-03-24,16839.8100,1140.0000,,,,,,,,4,1140.00,2024-05-21,N,,,0.00,0,0,,0.00,,0,0,0,0
121155,PA00D7A69A38C,928f4712-453b-a087-c32c-a00d7a69a38c,Placed - Bounce,2024-11-25,2024-03-19,27796.0000,991.5500,,,,,,,,1,991.55,2024-03-20,N,,,0.00,0,0,,0.00,,0,0,0,0
110459,PE4C79666D1A9,55701f57-7f01-ab9c-5ced-e4c79666d1a9,Placed - Bounce,2024-11-25,2024-03-18,8576.9900,115.0000,,,,,,,,4,115.00,2024-09-23,N,,,0.00,0,0,,0.00,,0,0,0,0
113286,P3705B8313764,2717ab23-4124-6c23-4274-3705b8313764,Placed - Bounce,2024-11-25,2024-03-18,16084.4600,557.5100,,,,,,,,1,557.51,2024-03-19,N,,,0.00,0,0,,0.00,,0,0,0,0
117300,PA5B7603B1BB7,295e90ac-cba3-466d-8e98-a5b7603b1bb7,Placed - Bounce,2024-11-25,2024-03-16,37812.2600,998.1900,,,,,,,,1,998.19,2024-03-17,N,,,0.00,0,0,,0.00,,0,0,0,0
109568,P628A0D3DD563,4edceccb-030d-6580-a852-628a0d3dd563,Placed - Bounce,2024-11-25,2024-03-14,11917.8000,421.8100,,,,,,,,1,421.81,2024-03-15,N,,,0.00,0,0,,0.00,,0,0,0,0
109839,P7A7C1C89A9B6,48cbcb1a-e3b3-9809-291d-7a7c1c89a9b6,Placed - Bounce,2024-11-25,2024-03-14,24887.2000,918.1600,,,,,,,,1,918.16,2024-03-15,N,,,0.00,0,0,,0.00,,0,0,0,0
125069,P8941CE27E759,04a7268b-2828-4a1d-8cc4-8941ce27e759,Placed - Bounce,2024-11-25,2024-03-14,12694.8700,971.2200,,,,,,,,1,971.22,2024-03-15,N,,,0.00,0,0,,0.00,,0,0,0,0
118802,P1B39E4F4E6C8,bf32dcb4-3e6a-4d5c-c89c-1b39e4f4e6c8,Placed - Bounce,2024-11-25,2024-03-14,3312.5800,392.3200,,,,,,,,1,392.32,2024-03-15,N,,,0.00,0,0,,0.00,,0,0,0,0
123907,P3DFE435621AB,519346bc-f03d-494a-af09-3dfe435621ab,Placed - Bounce,2024-11-25,2024-03-14,16793.4800,512.7500,,,,,,,,1,512.75,2024-03-15,N,,,0.00,0,0,,0.00,,0,0,0,0
115513,P363327EAB8B7,1f10b6ef-c000-f607-7602-363327eab8b7,Placed - Bounce,2024-11-25,2024-03-12,7948.0200,506.8100,,,,,,,,1,506.81,2024-03-13,N,,,0.00,0,0,,0.00,,0,0,0,0
118341,P57AC77B03A5F,a457e2c7-e2a4-9aeb-209b-57ac77b03a5f,Placed - Bounce,2024-11-25,2024-03-12,10835.1300,377.9900,,,,,,,,1,377.99,2024-03-13,N,,,0.00,0,0,,0.00,,0,0,0,0
107132,PED8398FB4854,d3a17122-54e4-7047-9fde-ed8398fb4854,Placed - Bounce,2024-11-25,2024-03-11,7685.6800,630.7200,,,,,,,,1,630.72,2024-03-12,N,,,0.00,0,0,,0.00,,0,0,0,0
107840,P2FD633939E69,2c7321b3-898b-c7c7-5113-2fd633939e69,Placed - Bounce,2024-11-25,2024-03-08,5217.8300,100.0000,,,,,,,,1,100.00,2024-06-05,N,,,0.00,0,0,,0.00,,0,0,0,0
119955,P5272B0B1C4EA,2434afac-e1e1-361f-792c-5272b0b1c4ea,Placed - Bounce,2024-11-25,2024-03-07,4794.6700,213.0000,,,,,,,,1,213.00,2024-08-06,N,,,0.00,0,0,,0.00,,0,0,0,0
109214,P9C43E7AA2E01,391337d0-a7a3-87d5-bbd3-9c43e7aa2e01,Placed - Bounce,2024-11-25,2024-03-07,7449.1600,738.8600,,,,,,,,1,738.86,2024-03-08,N,,,0.00,0,0,,0.00,,0,0,0,0
114244,P5FD011C9FA2F,bb5ff580-23d5-181b-b78e-5fd011c9fa2f,Placed - Bounce,2024-11-25,2024-03-06,25663.8900,150.0000,,,,,,,,6,150.00,2024-12-05,N,,,0.00,0,0,,0.00,,0,0,0,0
119016,P66D92F78E4B9,cba9eefc-b20d-7b16-ca6c-66d92f78e4b9,Placed - Bounce,2024-11-25,2024-03-03,8019.6500,686.5500,,,,,,,,1,686.55,2024-03-04,N,,,0.00,0,0,,0.00,,0,0,0,0
109379,P92FF57126EF1,a1fceccd-eb3e-3b33-8343-92ff57126ef1,Placed - Bounce,2024-11-25,2024-03-02,10397.2800,1800.0000,,,,,,,,6,1800.00,2024-09-30,N,,,0.00,0,0,,0.00,,0,0,0,0
125013,P4B2EEE2C606D,bcda439b-c734-d2d4-a694-4b2eee2c606d,Placed - Bounce,2024-11-25,2024-03-02,9313.9800,413.7500,,,,,,,,1,413.75,2024-03-11,N,,,0.00,0,0,,0.00,,0,0,0,0
123003,P9411072A8594,1b63cf01-e9ad-6bfa-b81c-9411072a8594,Placed - Bounce,2024-11-25,2024-03-01,3639.6400,632.3700,,,,,,,,1,632.37,2025-08-20,N,,,0.00,0,0,,0.00,,0,0,0,0
122509,PA6CAD07A69CE,a018635d-b046-d449-bcae-a6cad07a69ce,Placed - Bounce,2024-11-25,2024-02-29,18977.2900,948.6900,,,,,,,,1,948.69,2024-03-01,N,,,0.00,0,0,,0.00,,0,0,0,0
111331,PEDC06754C959,03f61543-df54-4978-87f4-edc06754c959,Placed - Bounce,2024-11-25,2024-02-29,2686.1800,214.8700,,,,,,,,1,214.87,2024-11-12,N,,,0.00,0,0,,0.00,,0,0,0,0
120664,PFABF5630881C,e5a9ae42-d077-0ea8-9ddb-fabf5630881c,Placed - Bounce,2024-11-25,2024-02-29,17744.3900,800.0000,,,,,,,,8,800.00,2024-12-15,N,,,0.00,0,0,,0.00,,0,0,0,0
122988,P62E5775DF7DA,9e3da0ca-a784-eb31-2032-62e5775df7da,Placed - Bounce,2024-11-25,2024-02-29,29826.3600,200.0000,,,,,,,,1,200.00,2024-03-06,N,,,0.00,0,0,,0.00,,0,0,0,0
103723,P03F615D473FB,affcf588-f92f-3270-a432-03f615d473fb,Placed - Bounce,2024-11-25,2024-02-29,6261.7000,1600.4200,,,,,,,,2,1600.42,2024-05-14,N,,,0.00,0,0,,0.00,,0,0,0,0
111412,PB7174DDB922C,e8b948c7-67cd-3cd4-51b2-b7174ddb922c,Placed - Bounce,2024-11-25,2024-02-29,26881.7200,2100.0000,,,,,,,,7,2100.00,2024-12-12,N,,,0.00,0,0,,0.00,,0,0,0,0
115951,P5811907EA738,a3d11a8c-fdba-9a63-259c-5811907ea738,Placed - Bounce,2024-11-25,2024-02-29,1021.7000,187.7100,,,,,,,,1,187.71,2024-03-01,N,,,0.00,0,0,,0.00,,0,0,0,0
108865,P601E9083F655,2b87cd34-af53-d1b7-f7f7-601e9083f655,Placed - Bounce,2024-11-25,2024-02-25,25897.1700,1200.0000,,,,,,,,4,1200.00,2024-07-17,N,,,0.00,0,0,,0.00,,0,0,0,0
119197,PD51D279883C8,b5a60c14-338b-888f-99a0-d51d279883c8,Placed - Bounce,2024-11-25,2024-02-19,32226.5400,100.0000,,,,,,,,1,100.00,2024-05-08,N,,,0.00,0,0,,0.00,,0,0,0,0
123700,P31DE7B089753,18304e06-7bcc-4440-bfd9-31de7b089753,Placed - Bounce,2024-11-25,2024-02-17,20656.7400,929.8500,,,,,,,,1,929.85,2024-02-20,N,,,0.00,0,0,,0.00,,0,0,0,0
123463,PF7D21CA04033,be943ebd-be9e-44d0-9544-f7d21ca04033,Placed - Bounce,2024-11-25,2024-02-16,4277.2100,300.4200,,,,,,,,1,300.42,2024-02-19,N,,,0.00,0,0,,0.00,,0,0,0,0
122304,P0D2521911526,6b153ff9-e2d4-9618-8dd7-0d2521911526,Placed - Bounce,2024-11-25,2024-02-16,13270.5400,469.8300,,,,,,,,1,469.83,2024-02-19,N,,,0.00,0,0,,0.00,,0,0,0,0
108895,P5C419BD9440B,fac74202-9d80-15cb-d568-5c419bd9440b,Placed - Bounce,2024-11-25,2024-02-14,15713.4700,537.2200,,,,,,,,1,537.22,2024-02-23,N,,,0.00,0,0,,0.00,,0,0,0,0
110529,P9AD9A47E47D5,b9e6403c-2923-a95a-06a5-9ad9a47e47d5,Placed - Bounce,2024-11-25,2024-02-13,16281.6200,400.0000,,,,,,,,1,400.00,2024-03-22,N,,,0.00,0,0,,0.00,,0,0,0,0
115488,PDF701298BF2C,bbeff6b9-5485-36bf-5a73-df701298bf2c,Placed - Bounce,2024-11-25,2024-02-09,20897.3500,2000.0000,,,,,,,,10,2000.00,2024-12-15,N,,,0.00,0,0,,0.00,,0,0,0,0
123877,P3E82988EDF27,55ce5c94-def8-434b-96be-3e82988edf27,Placed - Bounce,2024-11-25,2024-02-06,4229.7300,250.3500,,,,,,,,1,250.35,2024-04-08,N,,,0.00,0,0,,0.00,,0,0,0,0
121970,PB9AA2E8A2281,fe41cdec-9b15-9b84-740c-b9aa2e8a2281,Placed - Bounce,2024-11-25,2024-01-31,19977.8600,100.0000,,,,,,,,1,100.00,2024-03-19,N,,,0.00,0,0,,0.00,,0,0,0,0
123416,P95FF55559824,c118085c-517d-4092-8a3b-95ff55559824,Placed - Bounce,2024-11-25,2024-01-29,14167.0500,150.0000,,,,,,,,3,150.00,2024-07-17,N,,,0.00,0,0,,0.00,,0,0,0,0
118646,P653BBA61E40C,6621d776-0a51-3f80-994f-653bba61e40c,Placed - Bounce,2024-11-19,2024-01-27,35138.7100,2000.0000,,,,,,,,10,2000.00,2024-11-28,N,,,0.00,0,0,,0.00,,0,0,0,0
106260,PCC5292630512,f828a7e8-4984-9989-15f5-cc5292630512,Placed - Bounce,2024-11-25,2024-01-26,4402.1400,647.6000,,,,,,,,1,647.60,2024-01-29,N,,,0.00,0,0,,0.00,,0,0,0,0
122430,P6D28ACF75943,0b44b21e-6890-86d4-9b3a-6d28acf75943,Placed - Bounce,2024-11-25,2024-01-24,13832.6900,325.0000,,,,,,,,3,325.00,2024-11-12,N,,,0.00,0,0,,0.00,,0,0,0,0
114353,P942D19B79B11,af0742a1-3338-f35d-457b-942d19b79b11,Placed - Bounce,2024-11-25,2024-01-21,2874.3200,1797.2900,,,,,,,,11,1797.29,2024-12-02,N,,,0.00,0,0,,0.00,,0,0,0,0
117598,P6EDF101BF53A,49d6804c-a668-7ece-4ef1-6edf101bf53a,Placed - Bounce,2024-11-25,2024-01-14,3139.8900,174.7000,,,,,,,,1,174.70,2024-01-16,N,,,0.00,0,0,,0.00,,0,0,0,0
87120,PAAE215EBEE6C,8b9fbd8d-409d-f239-3e39-aae215ebee6c,Placed - Bounce,2025-06-18,2024-01-10,20697.8700,100.0000,,,,,,,,1,100.00,2024-02-20,N,,,0.00,0,0,,0.00,,0,0,0,0
112930,PE5A6AF2DBA3F,b4b72d83-e6eb-76e9-873c-e5a6af2dba3f,Placed - Bounce,2024-11-25,2024-01-06,15481.2300,300.0000,,,,,,,,1,300.00,2024-01-25,N,,,0.00,0,0,,0.00,,0,0,0,0
118187,P421365795372,f17a2e04-8aec-b3d5-4d2d-421365795372,Placed - Bounce,2024-11-25,2024-01-06,13374.1300,10.0000,,,,,,,,1,10.00,2024-04-19,N,,,0.00,0,0,,0.00,,0,0,0,0
114110,PBDA7F0FB79C5,ae73f899-e6af-03fd-e2d9-bda7f0fb79c5,Placed - Bounce,2024-11-25,2024-01-05,7373.1000,767.9300,,,,,,,,1,767.93,2024-01-07,N,,,0.00,0,0,,0.00,,0,0,0,0
109409,P4BFE313F8673,909244d2-8544-0b41-efed-4bfe313f8673,Placed - Bounce,2024-11-25,2024-01-02,20647.7400,1400.0000,,,,,,,,2,1400.00,2024-01-29,N,,,0.00,0,0,,0.00,,0,0,0,0
116625,PEA87112CD48D,abe4dcad-97d8-cdff-d91d-ea87112cd48d,Placed - Bounce,2024-11-25,2024-01-01,35417.1000,3554.4000,,,,,,,,4,3554.40,2024-06-24,N,,,0.00,0,0,,0.00,,0,0,0,0
121019,PE878544FCE41,7fcdba17-e2b8-f705-9afd-e878544fce41,Placed - Bounce,2024-11-25,2023-12-31,22842.8400,300.0000,,,,,,,,3,300.00,2024-04-22,N,,,0.00,0,0,,0.00,,0,0,0,0
106163,PF8B1DC68D004,02b2ab61-0c57-4b7c-bd02-f8b1dc68d004,Placed - Bounce,2024-11-25,2023-12-26,11468.5700,577.1300,,,,,,,,1,577.13,2023-12-29,N,,,0.00,0,0,,0.00,,0,0,0,0
113543,P0A9938D9F0EB,8ce21c1f-fe84-9c19-0f3e-0a9938d9f0eb,Placed - Bounce,2024-11-25,2023-12-24,14297.7000,2639.0800,,,,,,,,5,2639.08,2024-05-28,N,,,0.00,0,0,,0.00,,0,0,0,0
117512,P04283DD08075,4a2c48df-95d0-6253-1f87-04283dd08075,Placed - Bounce,2024-11-25,2023-12-18,6774.6400,653.5400,,,,,,,,2,653.54,2024-02-22,N,,,0.00,0,0,,0.00,,0,0,0,0
123262,P98C5928967A1,f934244f-c97d-4851-90ca-98c5928967a1,Placed - Bounce,2024-11-25,2023-12-13,29681.1000,350.0000,,,,,,,,7,350.00,2024-11-26,N,,,0.00,0,0,,0.00,,0,0,0,0
108553,P869B115CBFA0,14e2a3fb-1da8-29aa-a45a-869b115cbfa0,Placed - Bounce,2024-11-25,2023-12-13,25523.0300,2938.5800,,,,,,,,3,2938.58,2024-10-03,N,,,0.00,0,0,,0.00,,0,0,0,0
111140,P3119633C1A57,4628c882-e4c5-a87d-9606-3119633c1a57,Placed - Bounce,2024-11-25,2023-12-11,19652.6600,629.1400,,,,,,,,1,629.14,2023-12-18,N,,,0.00,0,0,,0.00,,0,0,0,0
113329,PB93211D9391C,ac2bee7a-f283-a3c4-9ae6-b93211d9391c,Placed - Bounce,2024-11-25,2023-12-08,17739.7800,2215.3400,,,,,,,,9,2215.34,2024-11-28,N,,,0.00,0,0,,0.00,,0,0,0,0
113654,PD7B634A750F6,1129784e-d619-f880-8494-d7b634a750f6,Placed - Bounce,2024-11-25,2023-12-01,4423.0900,238.7000,,,,,,,,1,238.70,2023-12-03,N,,,0.00,0,0,,0.00,,0,0,0,0
124015,P2BC4C5394A3B,fdc650df-2f74-80b7-5963-2bc4c5394a3b,Placed - Bounce,2024-11-19,2023-11-30,14467.0600,542.6400,,,,,,,,1,542.64,2023-12-01,N,,,0.00,0,0,,0.00,,0,0,0,0
118583,PE12975262CCD,5286eb3f-5954-2050-fc8d-e12975262ccd,Placed - Bounce,2024-11-25,2023-11-30,21290.6700,1525.0000,,,,,,,,12,1525.00,2024-11-26,N,,,0.00,0,0,,0.00,,0,0,0,0
109903,PD3182F459512,54bf7a23-c346-cd18-7b7b-d3182f459512,Placed - Bounce,2024-11-25,2023-11-25,12716.2400,750.0000,,,,,,,,5,750.00,2024-07-17,N,,,0.00,0,0,,0.00,,0,0,0,0
103154,P8F03E0491FB6,c2794d49-482a-a17e-e06a-8f03e0491fb6,Placed - Bounce,2024-11-25,2023-11-22,7454.4600,50.0000,,,,,,,,1,50.00,2024-12-10,N,,,0.00,0,0,,0.00,,0,0,0,0
106557,P851F1385147C,7621accf-1b37-1683-d8d3-851f1385147c,Placed - Bounce,2024-11-25,2023-11-21,12360.5600,1000.0000,,,,,,,,5,1000.00,2024-07-29,N,,,0.00,0,0,,0.00,,0,0,0,0
117795,PA7FDE554E47F,b3b1d783-168f-2485-c223-a7fde554e47f,Placed - Bounce,2024-11-25,2023-11-21,18107.2600,1800.0000,,,,,,,,9,1800.00,2024-12-05,N,,,0.00,0,0,,0.00,,0,0,0,0
117546,P50108DB9B1FD,811f5c3a-6526-d8d5-ffa5-50108db9b1fd,Placed - Bounce,2024-11-25,2023-11-19,23905.0900,3500.0000,,,,,,,,7,3500.00,2024-09-06,N,,,0.00,0,0,,0.00,,0,0,0,0
121589,P83001665DD7F,0968592f-050a-e9d7-47b0-83001665dd7f,Placed - Bounce,2024-11-25,2023-11-17,15479.3400,600.0000,,,,,,,,3,600.00,2024-05-31,N,,,0.00,0,0,,0.00,,0,0,0,0
114922,P5E12804A48F4,2c9fc542-c962-3c7a-5497-5e12804a48f4,Placed - Bounce,2024-11-25,2023-11-17,8664.7200,748.1400,,,,,,,,1,748.14,2024-02-23,N,,,0.00,0,0,,0.00,,0,0,0,0
118908,P21F5034DBCD9,b947662c-8eb4-fc49-08da-21f5034dbcd9,Placed - Bounce,2024-11-25,2023-11-17,8427.2300,400.0000,,,,,,,,0,0.00,,N,,,0.00,0,0,,0.00,,0,0,0,0
109376,P002D3289E151,ba01b8ff-5a8b-945a-c7e2-002d3289e151,Placed - Bounce,2024-11-25,2023-11-14,17142.5400,1000.0000,,,,,,,,10,1000.00,2024-11-25,N,,,0.00,0,0,,0.00,,0,0,0,0
113223,P9119A28F1FE5,a93a4a61-7c66-221d-69eb-9119a28f1fe5,Placed - Bounce,2024-11-25,2023-11-12,10410.1000,1916.4400,,,,,,,,2,1916.44,2024-03-12,N,,,0.00,0,0,,0.00,,0,0,0,0
109567,PE8D43540A577,7cab08a4-e195-0d18-1e68-e8d43540a577,Placed - Bounce,2024-11-25,2023-11-12,14916.6300,180.0000,,,,,,,,1,180.00,2024-07-26,N,,,0.00,0,0,,0.00,,0,0,0,0
124157,P489728B0531A,292e20db-a74f-0377-3b5c-489728b0531a,Placed - Bounce,2024-11-25,2023-11-11,9558.6100,2400.0000,,,,,,,,12,2400.00,2024-12-17,N,,,0.00,0,0,,0.00,,0,0,0,0
109724,PBECFACAC6187,c61848d5-ff05-236b-b350-becfacac6187,Placed - Bounce,2024-11-25,2023-11-04,7881.2300,200.0000,,,,,,,,4,200.00,2024-04-17,N,,,0.00,0,0,,0.00,,0,0,0,0
108510,P3A5FEEEE6F5C,360fac7f-eb6a-16f8-8f6b-3a5feeee6f5c,Placed - Bounce,2024-11-25,2023-11-02,3482.3400,600.0000,,,,,,,,1,600.00,2023-11-21,N,,,0.00,0,0,,0.00,,0,0,0,0
110277,PEB3CBB34154A,34a48c5b-8871-8087-c877-eb3cbb34154a,Placed - Bounce,2024-11-25,2023-10-31,9148.3500,300.0000,,,,,,,,1,300.00,2024-06-03,N,,,0.00,0,0,,0.00,,0,0,0,0
119017,PA0C4F742BC6D,3b984747-0d9f-1fdd-2bb4-a0c4f742bc6d,Placed - Bounce,2024-11-19,2023-10-31,5511.8600,1849.7000,,,,,,,,1,1849.70,2023-11-09,N,,,0.00,0,0,,0.00,,0,0,0,0
123410,P4A10179A224D,f80e5ec3-857b-47ef-b9d8-4a10179a224d,Placed - Bounce,2024-11-25,2023-10-29,34361.7500,250.0000,,,,,,,,1,250.00,2023-11-21,N,,,0.00,0,0,,0.00,,0,0,0,0
120802,P18F3107FA8BE,421ea187-2e96-2c79-995b-18f3107fa8be,Placed - Bounce,2024-11-25,2023-10-26,7356.6700,150.0000,,,,,,,,3,150.00,2024-07-15,N,,,0.00,0,0,,0.00,,0,0,0,0
114214,P45A9F135CB49,27e152b4-c45f-473e-4bc6-45a9f135cb49,Placed - Bounce,2024-11-25,2023-10-26,5257.0000,211.6700,,,,,,,,1,211.67,2023-12-07,N,,,0.00,0,0,,0.00,,0,0,0,0
114278,P33519CFDA544,da887d43-a4c1-86bd-fa28-33519cfda544,Placed - Bounce,2024-11-25,2023-10-26,7757.6500,125.0000,,,,,,,,1,125.00,2024-11-25,N,,,0.00,0,0,,0.00,,0,0,0,0
114242,PC49CF17DBFFD,e526cf82-689a-13ae-852c-c49cf17dbffd,Placed - Bounce,2024-11-25,2023-10-24,14861.9800,2461.3100,,,,,,,,4,2461.31,2024-08-19,N,,,0.00,0,0,,0.00,,0,0,0,0
109016,PFA007EA1120F,b660e6c0-a52a-32bc-74db-fa007ea1120f,Placed - Bounce,2024-11-25,2023-10-23,9455.6900,393.1100,,,,,,,,1,393.11,2023-11-30,N,,,0.00,0,0,,0.00,,0,0,0,0
109028,P8924078B21EF,fd549a1a-a70d-3d40-86e6-8924078b21ef,Placed - Bounce,2024-11-25,2023-10-23,11680.3500,650.0000,,,,,,,,1,650.00,2024-02-08,N,,,0.00,0,0,,0.00,,0,0,0,0
112627,P32D03A449EA5,68b06333-7cd9-58b7-9874-32d03a449ea5,Placed - Bounce,2024-11-25,2023-10-21,6103.0100,500.0000,,,,,,,,1,500.00,2023-10-23,N,,,0.00,0,0,,0.00,,0,0,0,0
117780,PB3571F7EF2F3,ef07bd59-6a9e-8009-a4be-b3571f7ef2f3,Placed - Bounce,2024-11-25,2023-10-20,33631.6300,2500.0000,,,,,,,,10,2500.00,2024-09-27,N,,,0.00,0,0,,0.00,,0,0,0,0
91117,PA2735449560C,7347adc0-b8fa-e367-8a3d-a2735449560c,Placed - Bounce,2025-06-18,2023-10-18,8268.2600,500.0000,,,,,,,,5,500.00,2025-07-18,N,,,0.00,0,0,,0.00,,0,0,0,0
121536,P4FFB02941F1E,b53195c4-d829-f995-b8b9-4ffb02941f1e,Placed - Bounce,2024-11-25,2023-10-17,19842.4800,1218.2000,,,,,,,,2,1218.20,2024-02-08,N,,,0.00,0,0,,0.00,,0,0,0,0
114382,PA4FB7239784F,b8195433-a87c-bd5d-be15-a4fb7239784f,Placed - Bounce,2024-11-25,2023-10-14,17044.3400,2506.0000,,,,,,,,7,2506.00,2024-11-25,N,,,0.00,0,0,,0.00,,0,0,0,0
111815,PB10252289A2F,0839eb59-a36e-ce53-72ae-b10252289a2f,Placed - Bounce,2024-11-25,2023-10-14,17370.3400,1680.0000,,,,,,,,14,1680.00,2024-12-15,N,,,0.00,0,0,,0.00,,0,0,0,0
118633,PB112169B40C5,6d9490b8-785a-a9de-a942-b112169b40c5,Placed - Bounce,2024-11-25,2023-10-13,8106.6800,250.0000,,,,,,,,5,250.00,2024-12-05,N,,,0.00,0,0,,0.00,,0,0,0,0
107142,P219B85A777AC,a5d671cf-1f9a-3139-4395-219b85a777ac,Placed - Bounce,2024-11-25,2023-10-12,12097.1200,100.0000,,,,,,,,1,100.00,2024-05-10,N,,,0.00,0,0,,0.00,,0,0,0,0
86238,PC939BCAE4F4C,c47710b2-6851-9804-8e64-c939bcae4f4c,Placed - Bounce,2025-06-18,2023-10-10,32941.9400,650.0000,,,,,,,,12,600.00,2024-12-15,N,,,0.00,0,0,,0.00,,0,0,0,0
123592,P96043124A61B,06a02a63-9201-443f-b775-96043124a61b,Placed - Bounce,2024-11-25,2023-10-10,22978.4000,963.1900,,,,,,,,1,963.19,2023-11-02,N,,,0.00,0,0,,0.00,,0,0,0,0
119915,P6A06002915CB,2e10392a-b875-4d2c-b47c-6a06002915cb,Placed - Bounce,2024-11-25,2023-10-06,24285.2100,468.0000,,,,,,,,1,468.00,2023-10-11,N,,,0.00,0,0,,0.00,,0,0,0,0
109543,PCA16FAD42BE3,b7158b69-5807-99e1-ee27-ca16fad42be3,Placed - Bounce,2024-11-25,2023-10-05,7160.7700,150.0000,,,,,,,,6,150.00,2024-09-10,N,,,0.00,0,0,,0.00,,0,0,0,0
123472,P5CF4FA2A424E,e432cc3f-e882-0c31-0b70-5cf4fa2a424e,Placed - Bounce,2024-11-25,2023-10-03,5129.6000,86.0000,,,,,,,,1,86.00,2023-10-17,N,,,0.00,0,0,,0.00,,0,0,0,0
122565,PDFBFE3F4E027,f70bacf8-7871-78b2-ff62-dfbfe3f4e027,Placed - Bounce,2024-11-25,2023-10-01,15603.1800,2.0000,,,,,,,,2,2.00,2023-11-06,N,,,0.00,0,0,,0.00,,0,0,0,0
110349,P3CD6FAD0754F,28a451d1-58e6-2222-6ad8-3cd6fad0754f,Placed - Bounce,2024-11-25,2023-09-29,9882.1500,571.5700,,,,,,,,1,571.57,2023-10-01,N,,,0.00,0,0,,0.00,,0,0,0,0
112081,P2542DAAE0DF1,e8a8332c-a57b-be8a-c357-2542daae0df1,Placed - Bounce,2024-11-25,2023-09-23,23943.3300,250.0000,,,,,,,,5,250.00,2024-11-29,N,,,0.00,0,0,,0.00,,0,0,0,0
111131,P63347A85A580,58f0ead2-be0a-d73f-e952-63347a85a580,Placed - Bounce,2024-11-25,2023-09-22,5725.3200,600.0000,,,,,,,,12,600.00,2024-09-30,N,,,0.00,0,0,,0.00,,0,0,0,0
113937,PCD749BE0F4E1,3e2f61f6-ee89-fb39-8223-cd749be0f4e1,Placed - Bounce,2024-11-25,2023-09-20,19976.4000,700.0000,,,,,,,,1,700.00,2023-10-17,N,,,0.00,0,0,,0.00,,0,0,0,0
91182,P2B48D7A9715B,d358c04b-ed3d-3826-2174-2b48d7a9715b,Placed - Bounce,2025-06-18,2023-09-16,31708.1000,400.0000,,,,,,,,2,400.00,2024-10-17,N,,,0.00,0,0,,0.00,,0,0,0,0
108722,P1C77579816A1,7bd8819c-09d3-7f84-e82b-1c77579816a1,Placed - Bounce,2024-11-25,2023-09-15,28090.1500,10.0000,,,,,,,,1,10.00,2023-12-12,N,,,0.00,0,0,,0.00,,0,0,0,0
91583,PC659A6A6B4DC,c6d22191-39cd-aadf-a9f6-c659a6a6b4dc,Placed - Bounce,2025-06-18,2023-09-11,20845.6900,400.0000,,,,,,,,2,400.00,2024-02-16,N,,,0.00,0,0,,0.00,,0,0,0,0
119760,P11A5AD64A22B,702bd8e7-778c-3425-c284-11a5ad64a22b,Placed - Bounce,2024-11-25,2023-09-09,12112.3600,491.9300,,,,,,,,1,491.93,2023-09-11,N,,,0.00,0,0,,0.00,,0,0,0,0
122469,P862B774C00C2,9a2ae9b4-5bf8-14b7-d55f-862b774c00c2,Placed - Bounce,2024-11-25,2023-09-08,4169.4300,50.0000,,,,,,,,1,50.00,2024-04-18,N,,,0.00,0,0,,0.00,,0,0,0,0
108971,P112573205D49,3bafd404-f7cb-2d13-771e-112573205d49,Placed - Bounce,2024-11-25,2023-09-04,12638.1300,50.0000,,,,,,,,1,50.00,2023-11-13,N,,,0.00,0,0,,0.00,,0,0,0,0
113657,P19EBE5AE6AA8,94fe7894-99fa-8804-6cd5-19ebe5ae6aa8,Placed - Bounce,2024-11-25,2023-08-31,24641.5800,500.0000,,,,,,,,1,500.00,2023-10-12,N,,,0.00,0,0,,0.00,,0,0,0,0
121688,P279742EA86B7,fe4cd0cc-f32d-a5e0-2ac1-279742ea86b7,Placed - Bounce,2024-11-25,2023-08-29,13414.8500,40.0000,,,,,,,,1,40.00,2024-09-17,N,,,0.00,0,0,,0.00,,0,0,0,0
116075,P6C6CE1245440,85b75c23-427b-9625-32ec-6c6ce1245440,Placed - Bounce,2024-11-25,2023-08-29,26226.8100,2424.0000,,,,,,,,4,2424.00,2024-07-12,N,,,0.00,0,0,,0.00,,0,0,0,0
